invoice_id,date,customer_id,product_id,quantity,unit_price,unit_cost,seller_id
RET21SHOP000055,2021-01-27,CL34,10013491,100.0,4.49978,3.216096,SL16
RET21SHOP000055,2021-01-27,CL34,10009781,20.0,4.09983,3.36685,SL16
RET21SHOP000055,2021-01-27,CL34,10001989,50.0,5.20011,3.9576919999999998,SL16
RET21SHOP000055,2021-01-27,CL34,10016727,150.0,6.1999,5.340798,SL16
RET21SHOP000055,2021-01-27,CL34,10016727,300.0,6.1999,5.340798,SL16
RET21SHOP000056,2021-01-28,CL41,10013491,350.0,4.3,3.2168959999999998,SL19
RET21SHOP000056,2021-01-28,CL41,10009773,813.0,5.8,5.35229,SL19
RET21SHOP000056,2021-01-28,CL41,10009643,298.0,14.0,13.137707999999998,SL19
RET21SHOP000056,2021-01-28,CL41,10015831,350.0,6.6,5.614424,SL19
RET21SHOP000056,2021-01-28,CL41,10014675,210.0,8.2,6.43467,SL19
RET21SHOP000061,2021-01-28,CL41,10012761,175.0,105.000002,72.949526,SL16
RET21SHOP000061,2021-01-28,CL41,10001887,175.0,105.000002,72.94949799999999,SL16
RET21SHOP000062,2021-01-28,CL32,10003179,2.0,2.2,1.840436,SL10
RET21SHOP000064,2021-02-11,CL11,10003821,1.0,2.604,2.32362,SL13
RET21SHOP000065,2021-02-11,CL25,10009781,7.0,3.78,3.1285119999999997,SL19
RET21SHOP000066,2021-02-11,CL37,10009723,15.0,5.208,4.2894440000000005,SL12
RET21SHOP000066,2021-02-11,CL37,10013491,10.0,4.6002,3.189446,SL12
RET21SHOP000066,2021-02-11,CL37,10001989,9.0,4.40024,3.77576,SL12
RET21SHOP000066,2021-02-11,CL37,10017017,9.0,1.4,1.1252659999999999,SL12
RET21SHOP000066,2021-02-11,CL37,10012721,9.0,4.00004,3.513986,SL12
RET21SHOP000066,2021-02-11,CL37,10005915,5.0,4.22004,3.7989559999999996,SL12
RET21SHOP000066,2021-02-11,CL37,10009781,10.0,3.8998800000000005,3.266912,SL12
RET21SHOP000066,2021-02-11,CL37,10016727,9.0,4.524,3.701804,SL12
RET21SHOP000067,2021-02-11,CL42,10001111,40.0,1.5,1.058912,SL1
RET21SHOP000068,2021-02-11,CL28,10012821,1.0,12.0,5.555842,SL6
RET21SHOP000069,2021-02-11,CL43,10017017,7.0,1.4,1.1252659999999999,SL8
RET21SHOP000070,2021-02-11,CL43,10015839,50.0,3.0000299999999998,2.422598,SL16
RET21SHOP000076,2021-02-11,CL9,10003341,160.0,2.9,2.101586,SL18
RET21SHOP000078,2021-02-11,CL30,10013417,12.0,8.0,7.028822,SL20
RET21SHOP000082,2021-03-03,CL44,10017923,1.0,4.9,3.090296,SL12
RET21SHOP000085,2021-03-03,CL45,10003803,1.0,21.2,17.693838,SL9
RET21SHOP000086,2021-03-04,CL46,10009773,173.0,5.8,5.35229,SL3
RET21SHOP000088,2021-03-04,CL34,10017749,28.0,6.0,5.033208,SL17
RET21SHOP000089,2021-03-04,CL34,10006073,83.0,48.0,42.06708,SL18
RET21SHOP000089,2021-03-04,CL34,10013491,10.0,4.49978,3.216096,SL18
RET21SHOP000090,2021-03-04,CL34,10006001,280.0,2.6,2.028194,SL13
RET21SHOP000091,2021-03-04,CL47,10015839,100.0,3.3,2.5566619999999998,SL8
RET21SHOP000093,2021-03-12,CL33,10017781,3.0,136.0,96.001806,SL9
RET21SHOP000095,2021-03-12,CL48,10013665,8.0,4.3416,1.770398,SL4
RET21SHOP000098,2021-03-26,CL11,10017595,30.0,4.8,4.225064,SL18
RET21SHOP000098,2021-03-26,CL11,10017595,540.0,4.8,4.225064,SL18
RET21SHOP000099,2021-03-26,CL34,10015921,20.0,4.4,3.466322,SL20
RET21SHOP000099,2021-03-26,CL34,10009723,10.0,5.9,4.832428,SL20
RET21SHOP000099,2021-03-26,CL34,10016727,10.0,6.3,5.340798,SL20
RET21SHOP000100,2021-03-26,CL8,10000805,1.0,18.0,16.2,SL20
RET21SHOP000101,2021-03-26,CL45,10012769,3.0,58.000002,54.0,SL14
RET21SHOP000102,2021-03-26,CL49,10007835,360.0,1.64,1.450086,SL3
RET21SHOP000103,2021-03-26,CL50,10012881,10.0,2.6,2.072726,SL16
RET21SHOP000104,2021-04-06,CL51,10017831,4.0,1.8,2.4837,SL2
RET21SHOP000105,2021-04-06,CL52,10013617,2.0,32.199771999999996,25.759292000000002,SL17
RET21SHOP000106,2021-04-06,CL53,10017377,4.0,3.3,1.283208,SL10
RET21SHOP000107,2021-04-06,CL54,10015921,30.0,4.4,3.466322,SL2
RET21SHOP000110,2021-04-06,CL11,10007811,1.0,3.3,2.257844,SL1
RET21SHOP000111,2021-04-06,CL55,10017427,90.0,4.9,3.866606,SL4
RET21SHOP000112,2021-04-06,CL12,10017899,10.0,5.42,4.601686,SL7
RET21SHOP000113,2021-05-20,CL56,10017369,10.0,3.6,2.759804,SL13
RET21SHOP000114,2021-05-20,CL37,10009723,14.0,5.9,4.777412,SL16
RET21SHOP000115,2021-05-20,CL57,10012765,20.0,10.0,8.480832000000001,SL12
RET21SHOP000116,2021-05-20,CL11,10012721,100.0,5.56,4.766232,SL12
RET21SHOP000117,2021-05-20,CL58,10017377,20.0,3.0,1.288984,SL7
RET21SHOP000118,2021-05-20,CL39,10017671,1.0,3.5,3.138084,SL20
RET21SHOP000119,2021-05-20,CL59,10007595,234.0,2.408,2.0,SL12
RET21SHOP000120,2021-05-20,CL8,10004343,2.0,8.0,5.801133999999999,SL13
RET21SHOP000120,2021-05-20,CL8,10007683,2.0,5.0,3.470714,SL13
RET21SHOP000121,2021-05-20,CL60,10016727,20.0,7.0,4.938582,SL16
RET21SHOP000122,2021-05-20,CL60,10007801,4.0,0.0,8.692155999999999,SL5
RET21SHOP000124,2021-05-20,CL61,10014361,4.0,27.2,21.5714,SL14
RET21SHOP000125,2021-05-20,CL33,10007801,3.0,0.0,7.7,SL5
RET21SHOP000126,2021-05-20,CL62,10002181,10.0,7.9,4.555162,SL5
RET21SHOP000127,2021-05-20,CL63,10012783,5.0,1.8,1.376012,SL2
RET21SHOP000128,2021-05-20,CL64,10003387,4.0,7.4,6.372604,SL7
RET21SHOP000129,2021-05-20,CL8,10004053,10.0,1.96,1.597238,SL7
RET21SHOP000132,2021-05-20,CL8,10017211,4.0,9.4,7.455074000000001,SL17
RET21SHOP000132,2021-05-20,CL8,10000245,5.0,0.0,24.014295999999998,SL17
RET21SHOP000132,2021-05-20,CL8,10007801,10.0,0.0,9.479074,SL17
RET21SHOP000133,2021-05-20,CL22,10001251,1.0,7.0,3.4924760000000004,SL8
RET21SHOP000134,2021-05-20,CL11,10017427,50.0,4.5,3.866606,SL5
RET21SHOP000135,2021-05-20,CL65,10003299,25.0,3.4,2.809668,SL13
RET21SHOP000136,2021-05-20,CL66,10013569,150.0,5.4,5.394776,SL19
RET21SHOP000137,2021-05-20,CL67,10017835,2.0,7.0,4.6808,SL20
RET21SHOP000139,2021-05-20,CL68,10001111,5.0,1.4,1.10594,SL18
RET21SHOP000141,2021-05-20,CL69,10017771,16.0,3.6,3.286654,SL11
RET21SHOP000142,2021-05-20,CL70,10004151,6.0,7.0,6.221424,SL3
RET21SHOP000147,2021-05-20,CL71,10017377,6.0,3.0,1.2891299999999999,SL12
RET21SHOP000148,2021-06-09,CL72,10006019,2500.0,2.272,1.9956180000000001,SL3
RET21SHOP000148,2021-06-09,CL72,10001887,85.0,84.0,71.25412,SL3
RET21SHOP000149,2021-06-28,CL22,10014413,1.0,480.0,194.139228,SL12
RET21SHOP000149,2021-06-28,CL22,1000710,1.0,4.0,2.697114,SL12
RET21SHOP000149,2021-06-28,CL22,10012699,1.0,4.0,1.6986560000000002,SL12
RET21SHOP000149,2021-06-28,CL22,10017405,1.0,4.0,2.904404,SL12
RET21SHOP000149,2021-06-28,CL22,10003199,1.0,4.4,2.4767080000000004,SL12
RET21SHOP000149,2021-06-28,CL22,10012851,1.0,28.8,11.7142,SL12
RET21SHOP000150,2021-06-28,CL45,10002825,20.0,7.2,6.397456,SL13
RET21SHOP000151,2021-06-28,CL30,10013703,48.0,1.9,1.469064,SL7
RET21SHOP000152,2021-06-28,CL73,10012713,20.0,12.0,9.625668,SL15
RET21SHOP000153,2021-06-29,CL74,10014675,3.0,8.0,6.434214,SL17
RET21SHOP000154,2021-06-29,CL75,10012875,2.0,2.4,1.9011919999999998,SL8
RET21SHOP000155,2021-06-29,CL49,10003387,6.0,6.8,6.365962000000001,SL2
RET21SHOP000156,2021-06-29,CL76,10001111,15.0,1.4,1.104946,SL8
RET21SHOP000157,2021-06-29,CL13,10013617,8.0,28.9,25.184834,SL11
RET21SHOP000159,2021-06-29,CL77,10001265,3.0,5.7,4.973436,SL18
RET21SHOP000160,2021-07-01,CL8,10001111,5.0,1.3,1.104946,SL9
RET21SHOP000161,2021-07-02,CL69,10015997,60.0,8.0,6.421974,SL12
RET21SHOP000162,2021-07-02,CL32,10013483,2.0,22.0,16.041948,SL19
RET21SHOP000162,2021-07-02,CL32,10012851,1.0,24.48,11.7142,SL19
RET21SHOP000162,2021-07-02,CL32,10017569,3.0,10.4,6.693052000000001,SL19
RET21SHOP000162,2021-07-02,CL32,10017405,3.0,3.8,2.90365,SL19
RET21SHOP000162,2021-07-02,CL32,10013687,1.0,24.0,16.971757999999998,SL19
RET21SHOP000162,2021-07-02,CL32,10012771,2.0,2.4,1.606294,SL19
RET21SHOP000162,2021-07-02,CL32,10013055,2.0,2.4,1.60863,SL19
RET21SHOP000162,2021-07-02,CL32,10014413,1.0,459.999984,194.02396000000002,SL19
RET21SHOP000163,2021-07-02,CL78,10016755,1.0,90.002,65.578028,SL16
RET21SHOP000163,2021-07-02,CL78,10006041,5.0,2.6000799999999997,2.145946,SL16
RET21SHOP000163,2021-07-02,CL78,10009681,3.0,2.40006,1.839302,SL16
RET21SHOP000163,2021-07-02,CL78,10003213,4.0,2.40006,1.624608,SL16
RET21SHOP000163,2021-07-02,CL78,10015163,1.0,28.5,25.440054,SL16
RET21SHOP000165,2021-07-26,CL79,10014775,150.0,14.0,7.875328,SL13
RET21SHOP000167,2021-07-29,CL80,10002337,2.0,360.0,236.615112,SL15
RET21SHOP000167,2021-07-29,CL80,1000745,1.0,0.0,1956.771944,SL15
RET21SHOP000167,2021-07-29,CL80,10002337,2.0,360.0,236.615112,SL15
RET21SHOP000167,2021-07-29,CL80,1000745,1.0,0.0,1956.771944,SL15
RET21SHOP000167,2021-07-29,CL80,10002337,2.0,360.0,236.615112,SL15
RET21SHOP000167,2021-07-29,CL80,1000745,1.0,0.0,1956.771944,SL15
RET21SHOP000167,2021-07-29,CL80,10002337,2.0,360.0,236.615112,SL15
RET21SHOP000167,2021-07-29,CL80,10002337,2.0,360.0,236.615112,SL15
RET21SHOP000167,2021-07-29,CL80,10002337,2.0,360.0,236.615112,SL15
RET21SHOP000167,2021-07-29,CL80,10002337,2.0,360.0,236.615112,SL15
RET21SHOP000167,2021-07-29,CL80,10002337,2.0,360.0,236.615112,SL15
RET21SHOP000167,2021-07-29,CL80,10002337,1.0,360.0,236.615112,SL15
RET21SHOP000167,2021-07-29,CL80,10002337,2.0,360.0,236.615112,SL15
RET21SHOP000167,2021-07-29,CL80,10002337,2.0,360.0,236.615112,SL15
RET21SHOP000167,2021-07-29,CL80,10002337,2.0,360.0,236.615112,SL15
RET21SHOP000167,2021-07-29,CL80,10002337,2.0,360.0,236.615112,SL15
RET21SHOP000167,2021-07-29,CL80,10002337,1.0,360.0,236.615112,SL15
RET21SHOP000167,2021-07-29,CL80,10002337,2.0,360.0,236.615112,SL15
RET21SHOP000167,2021-07-29,CL80,10002337,2.0,360.0,236.615112,SL15
RET21SHOP000167,2021-07-29,CL80,10002337,2.0,360.0,236.615112,SL15
RET21SHOP000167,2021-07-29,CL80,10002337,2.0,360.0,236.615112,SL15
RET21SHOP000167,2021-07-29,CL80,10002337,2.0,360.0,236.615112,SL15
RET21SHOP000167,2021-07-29,CL80,10002337,2.0,360.0,236.615112,SL15
RET21SHOP000167,2021-07-29,CL80,10002337,2.0,360.0,236.615112,SL15
RET21SHOP000167,2021-07-29,CL80,10002337,2.0,360.0,236.615112,SL15
RET21SHOP000167,2021-07-29,CL80,10002337,2.0,360.0,236.615112,SL15
RET21SHOP000167,2021-07-29,CL80,1000745,1.0,0.0,1956.771944,SL15
RET21SHOP000167,2021-07-29,CL80,10002337,2.0,360.0,236.615112,SL15
RET21SHOP000167,2021-07-29,CL80,1000745,1.0,0.0,1956.771944,SL15
RET21SHOP000167,2021-07-29,CL80,10002337,2.0,360.0,236.615112,SL15
RET21SHOP000167,2021-07-29,CL80,10002337,282.0,360.0,236.615112,SL15
RET21SHOP000167,2021-07-29,CL80,1000745,5.0,0.0,1956.771944,SL15
RET21SHOP000170,2021-08-19,CL81,10003299,75.0,3.8,2.832416,SL13
RET21SHOP000171,2021-08-19,CL82,10009685,15.0,34.2,29.114003999999998,SL14
RET21SHOP000172,2021-08-19,CL83,10009723,30.0,6.1,4.81807,SL17
RET21SHOP000172,2021-08-19,CL83,10012853,40.0,4.4,3.92729,SL17
RET21SHOP000172,2021-08-19,CL83,10013491,20.0,4.2,3.420454,SL17
RET21SHOP000174,2021-08-19,CL37,10002151,20.0,7.4,5.713362,SL8
RET21SHOP000174,2021-08-19,CL37,10012721,30.0,5.8,4.766232,SL8
RET21SHOP000175,2021-08-19,CL8,10009643,10.0,13.4,13.137707999999998,SL12
RET21SHOP000175,2021-08-19,CL8,10012429,5.0,16.0,14.226226,SL12
RET21SHOP000175,2021-08-19,CL8,10017723,5.0,16.4,15.043455999999999,SL12
RET21SHOP000181,2021-08-19,CL60,10017421,20000.0,1.6,1.449338,SL8
RET21SHOP000183,2021-08-19,CL8,10017427,10.0,5.06,4.623938,SL20
RET21SHOP000184,2021-08-19,CL2,10017595,10.0,4.8,4.223726,SL12
RET21SHOP000186,2021-09-20,CL84,10017855,2.0,23.0,14.954401999999998,SL1
RET21SHOP000187,2021-09-20,CL84,10013025,4.0,11.0,6.732898,SL9
RET21SHOP000188,2021-09-20,CL84,10001211,10.0,1.38,1.240694,SL7
RET21SHOP000188,2021-09-20,CL84,10006003,1.0,13.7,9.131078,SL7
RET21SHOP000188,2021-09-20,CL84,10012841,10.0,1.5,1.16432,SL7
RET21SHOP000188,2021-09-20,CL84,10017423,40.0,2.2,1.7973880000000002,SL7
RET21SHOP000188,2021-09-20,CL84,10000599,10.0,1.7,1.4646620000000001,SL7
RET21SHOP000188,2021-09-20,CL84,10002809,30.0,1.7,1.260268,SL7
RET21SHOP000188,2021-09-20,CL84,10013641,4.0,15.0,9.703216000000001,SL7
RET21SHOP000188,2021-09-20,CL84,10000657,1.0,12.8,9.139836,SL7
RET21SHOP000188,2021-09-20,CL84,10005937,1.0,7.2,5.0868839999999995,SL7
RET21SHOP000188,2021-09-20,CL84,10001573,2.0,14.0,12.776344,SL7
RET21SHOP000188,2021-09-20,CL84,10017833,19.0,2.1,1.6815,SL7
RET21SHOP000188,2021-09-20,CL84,10003809,4.0,15.0,13.953134,SL7
RET21SHOP000188,2021-09-20,CL84,10003821,2.0,4.0,3.363752,SL7
RET21SHOP000188,2021-09-20,CL84,10013655,4.0,1.4,1.103926,SL7
RET21SHOP000188,2021-09-20,CL84,10006069,20.0,3.7,3.19988,SL7
RET21SHOP000188,2021-09-20,CL84,10004151,20.0,7.0,6.221424,SL7
RET21SHOP000188,2021-09-20,CL84,10014831,95.0,3.5,3.213612,SL7
RET21SHOP000188,2021-09-20,CL84,10013703,58.0,1.9,1.469064,SL7
RET21SHOP000188,2021-09-20,CL84,10017501,54.0,2.916,2.675036,SL7
RET21SHOP000188,2021-09-20,CL84,10002079,5.0,7.6,5.399644,SL7
RET21SHOP000188,2021-09-20,CL84,10003807,2.0,12.0,11.17004,SL7
RET21SHOP000189,2021-09-20,CL84,10017855,5.0,23.0,14.954401999999998,SL3
RET21SHOP000189,2021-09-20,CL84,10012771,24.0,2.0,1.606294,SL3
RET21SHOP000189,2021-09-20,CL84,10013055,27.0,2.0,1.60863,SL3
RET21SHOP000189,2021-09-20,CL84,10017569,16.0,10.0,6.693052000000001,SL3
RET21SHOP000189,2021-09-20,CL84,10013483,19.0,21.0,16.041948,SL3
RET21SHOP000189,2021-09-20,CL84,10017405,15.0,3.6,2.903652,SL3
RET21SHOP000189,2021-09-20,CL84,10015163,1.0,28.6,25.440054,SL3
RET21SHOP000189,2021-09-20,CL84,10004165,2.0,8.0,5.9329339999999995,SL3
RET21SHOP000189,2021-09-20,CL84,10013269,1.0,5.0,4.0120260000000005,SL3
RET21SHOP000189,2021-09-20,CL84,10013569,2.0,6.0,5.396882,SL3
RET21SHOP000189,2021-09-20,CL84,10017595,5.0,4.8,4.119064,SL3
RET21SHOP000189,2021-09-20,CL84,10006075,2.0,6.0,5.146038,SL3
RET21SHOP000189,2021-09-20,CL84,10012783,8.0,1.8,1.376012,SL3
RET21SHOP000189,2021-09-20,CL84,10009637,8.0,1.6,1.291138,SL3
RET21SHOP000189,2021-09-20,CL84,10013041,12.0,2.4,2.1306540000000003,SL3
RET21SHOP000190,2021-09-23,CL84,10017427,6.0,5.1,4.625862000000001,SL20
RET21SHOP000190,2021-09-23,CL84,10004155,20.0,1.28,1.041584,SL20
RET21SHOP000190,2021-09-23,CL84,10007835,16.0,1.84,1.522402,SL20
RET21SHOP000190,2021-09-23,CL84,10000571,17.0,3.36,1.0642040000000001,SL20
RET21SHOP000192,2021-09-23,CL84,10017501,40.0,2.844,2.675036,SL10
RET21SHOP000193,2021-09-23,CL85,10014361,1.0,24.0,20.526738,SL11
RET21SHOP000194,2021-09-23,CL86,10013617,1.0,29.2,26.313447999999998,SL4
RET21SHOP000195,2021-09-23,CL87,10017093,1.0,80.0,57.094416,SL13
RET21SHOP000196,2021-09-23,CL33,1000710,3.0,3.6,2.747552,SL1
RET21SHOP000197,2021-09-23,CL8,10017355,10.0,1.3,6.2293,SL10
RET21SHOP000198,2021-09-23,CL84,10012765,8.0,12.8,10.603422,SL3
RET21SHOP000198,2021-09-23,CL84,10012853,10.0,4.7,3.9262879999999996,SL3
RET21SHOP000198,2021-09-23,CL84,10017447,7.0,6.0,5.0689400000000004,SL3
RET21SHOP000199,2021-09-23,CL84,10015921,7.0,4.1,3.71529,SL6
RET21SHOP000199,2021-09-23,CL84,10012721,17.0,5.6,4.766232,SL6
RET21SHOP000200,2021-09-23,CL84,10017013,5.0,3.43,3.158106,SL3
RET21SHOP000201,2021-09-23,CL60,10017053,40.0,2.0,1.377538,SL15
RET21SHOP000202,2021-09-23,CL31,10017599,50.0,2.4,1.9263439999999998,SL10
